glotto;language name;latitude;longitude;comment;Source;date of entry;link to source;family;Kinship;Pronouns;ISO;location
mudu1242;Muduapa (Vitu);-4.70;149.49 ;his/her = -na;René van den Berg and Peter Bachet. 2006. Vitu Grammar Sketch. (Data Papers on Papua New Guinea Languages, 51.) Ukarumpa: Summer Institute of Linguistics. 258pp. ;2017024;http://glottolog.org/resource/reference/id/25827;Austronesian;x;;wiv;
nage1237;Nage;-8.71;121.31 ;;Gregory Forth. Nage kin terms. A new form of eastern Indonesian social classification. In: Bijdragen tot de Taal-, Land- en Volkenkunde 149 (1993), no: 1, Leiden, 94-123;2017024;;Austronesian;x;;nxe;
woge1237;Wogeo;-3.20;144.09 ;;Ian Hogbin. Wogeo Kinship Terminology. Oceania, Vol. 34, No. 4 (Jun., 1964), pp. 308-309.;2017024;;Austronesian;x;;woc;
wole1240;Woleaian;7.38;143.92 ;;Ho-Min Sohn. 1975. Woleaian Reference Grammar. (Pali Language Texts Micronesia.) Honolulu: University of Hawaii Press. 316pp. ;2017024;http://glottolog.org/resource/reference/id/140871;Austronesian;x;;woe;
woli1241;Wolio;-5.33;122.67 ;;Johannes Cornelis Anceaux. 1952. The Wolio Language: Outline of Grammatical Description and Texts. 11. 's-Gravenhage. (Doctoral dissertation, Rijksuniversiteit te Leiden. 66pp.) ;2017024;http://glottolog.org/resource/reference/id/102411;Austronesian;x;;wlo;
yaka1277;Yakan;6.53;122.02 ;;Behrens, Dietlinde. 2002. Yakan-English dictionary. (Philippine journal of linguistics : special monograph issue. 40,2, Philippine journal of linguistics : special monograph issue.) Linguistic Society of the Philippines, Special Monograph Issue, 40. 512pp. (Includes bibliographical references (p. 610).) ;2017025;http://glottolog.org/resource/reference/id/134664;Austronesian;x;;yka;
cent2084;Central Cagayan Agta;17.96;121.86 ;;Phyllis M. Healey. 1960. An Agta Grammar. Manila: Bureau of Printing. vi+103pp. (Publication of 1958 MA U Sydney.) ;2017025;http://glottolog.org/resource/reference/id/138026;Austronesian;x;;agt;
west2560;West Coast Bajau;6.01;116.12 ;;Miller, Mark T. 2007. A Grammar of West Coast Bajau. University of Texas Arlington, PhD thesis. (Doctoral dissertation, University of Texas at Arlington. xxxiii+464pp.) ;2017025;http://glottolog.org/resource/reference/id/59165;Austronesian;x;;bdr;
finn1318;Finnish;64.76;25.56 ;;Outi Vesakosky;20170901;;Uralic;x;;fin;
lonw1238;Lonwolwol;-16.23;168.02 ;;Paton, W. F. 1973. Ambryn (Lonwolwol) dictionary. (Pacific Linguistics : Series C, Books, 21.) Canberra: Pacific Linguistics. ix+337pp. ;20171010;http://glottolog.org/resource/reference/id/159206;Austronesian;x;;crc;
tasi1237;Tasiko;-16.76;168.33 ;;Capell, A. The Regulation of Marriage in Epi and Nguna.  Man Vol. 38 (May, 1938), pp. 78-79 ;20171010;;Austronesian;x;;;
maga1262;Magam;-16.17;168.14 ;;Paton, W. F. 1973. Ambryn (Lonwolwol) dictionary. (Pacific Linguistics : Series C, Books, 21.) Canberra: Pacific Linguistics. ix+337pp. ;20171011;http://glottolog.org/resource/reference/id/159206;Austronesian;x;;;
daka1243;Dakaka;-16.27;168.01 ;;Kilu von Prince. 2015. A Grammar of Daakaka. (Mouton Grammar Library, 67.) Berlin: DeGruyter Mouton. xxii+456pp. ;20171013;http://glottolog.org/resource/reference/id/447499;Austronesian;x;;bpa;
port1286;Daakie;-16.31;168.05 ;;Manfred Krifka. Presentation: Honorific and Affiliative Uses of Dual and Paucal Numberin Daakie (Ambrym, Vanuatu: [ptv]). ZAS Berlin & Humboldt-Universität zu Berlin Conference on Oceanic Languages (COOL) 10. Honiara, Solomon Islands, July 10-15, 2017;20171013;;Austronesian;x;;ptv;
vinm1237;Neve'ei;-16.23;167.43 ;;Bernard A. Deacon. 1934. Malekula: A Vanishing People in the New Hebrides. London: George Routledge & Sons. 75pp. ;20171025;http://glottolog.org/resource/reference/id/89190;Austronesian;x;;vnm;
litz1237;Naman;-16.13;167.41 ;;Bernard A. Deacon. 1934. Malekula: A Vanishing People in the New Hebrides. London: George Routledge & Sons. 75pp. ;20171025;http://glottolog.org/resource/reference/id/89190;Austronesian;;;lzl;
lare1249;Larevat;-16.20;167.39 ;;Bernard A. Deacon. 1934. Malekula: A Vanishing People in the New Hebrides. London: George Routledge & Sons. 75pp. ;20171025;http://glottolog.org/resource/reference/id/89190;Austronesian;;;lrv;
malu1245;Malua Bay;-15.98;167.21 ;;Bernard A. Deacon. 1934. Malekula: A Vanishing People in the New Hebrides. London: George Routledge & Sons. 75pp. ;20171026;http://glottolog.org/resource/reference/id/89190;Austronesian;;;mll;
bign1238;Big Nambas;-16.09;167.24 ;;Bernard A. Deacon. 1934. Malekula: A Vanishing People in the New Hebrides. London: George Routledge & Sons. 75pp. ;20171026;http://glottolog.org/resource/reference/id/89190;Austronesian;;;nmb;
malekulaXXXX;Senbarei;00.00;00.00;Language of East Malakula. in Deakon p121;Bernard A. Deacon. 1934. Malekula: A Vanishing People in the New Hebrides. London: George Routledge & Sons. 75pp. ;20171027;http://glottolog.org/resource/reference/id/89190;Austronesian;;;XXX;
urip1239;Uripiv-Wala-Rano-Atchin;-16.01;167.35 ;;Bernard A. Deacon. 1934. Malekula: A Vanishing People in the New Hebrides. London: George Routledge & Sons. 75pp. ;20171027;http://glottolog.org/resource/reference/id/89190;Austronesian;;;upv;
ling1265;Neverver;-16.20;167.50 ;;Bernard A. Deacon. 1934. Malekula: A Vanishing People in the New Hebrides. London: George Routledge & Sons. 75pp. ;20171027;http://glottolog.org/resource/reference/id/89190;Austronesian;;;lgk;
katb1237;Avava (Bangasa Dialect);-16.27;167.48 ;;Bernard A. Deacon. 1934. Malekula: A Vanishing People in the New Hebrides. London: George Routledge & Sons. 75pp. ;20171030;http://glottolog.org/resource/reference/id/89190;Austronesian;;;tmb;
katb1237a;Avava;-16.27;167.48 ;;Crowley, Terry. 2006. The Avava language of central Malakula (Vanuatu). (Pacific Linguistics, 574.) Canberra: Research School of Pacific and Asian Studies, Australian National University. xvi+213pp. ;20171030;http://glottolog.org/resource/reference/id/151851;Austronesian;;;tmb;
katb1237b;Avava (Niviar Dialect);-16.27;167.48 ;;Bernard A. Deacon. 1934. Malekula: A Vanishing People in the New Hebrides. London: George Routledge & Sons. 75pp. ;20171030;http://glottolog.org/resource/reference/id/89190;Austronesian;;;tmb;
komb1273;Komba;-6.16;147.28 ;;Schmitz, Carl. Historische Probleme in Nordost-Neuguinea: Huon Halbinsel. Franz Steiner Verlag, Wiesbaden, 1960.;20171030;;Nuclear Trans New Guinea;;;kpf;
vaoo1237;Vao;-15.90;167.31 ;alternative column lists reference terms;Layard, John. Stone Men of Malekula. London, Chatto & Windus, 1942.;20171030;;Austronesian;;;vao;
vure1239;Vurës;-13.87;167.52 ;;Hess, Sabine. Person and Place: Ideas and the Practice of Sociality on Vanua Lava, Vanuatu. New York, Berghahn Books, 2009.;20171031;;Austronesian;;;msn;
emae1237;Emae (Mae) ;-17.05;168.40 ;;Capell, Arthur. 1962. The Polynesian Language of Mae (Emwae), New Hebrides. (Te Reo Monographs, 2.) Auckland: Linguistic Society of New Zealand. 55pp. ;20171031;http://glottolog.org/resource/reference/id/158579;Austronesian;;;mmw;
hiww1237;Hiw;-13.14;166.56 ;;Durrad, W.T. Notes on the Torres Islands (Continued). Oceania, Vol. 11, No. 1, University of Sydney, 1940. p. 75-109.;20171101;;Austronesian;;;hiw;
loto1240;Lo-Toga (Loh);-13.25;166.61 ;;Durrad, W.T. Notes on the Torres Islands (Continued). Oceania, Vol. 11, No. 1, University of Sydney, 1940. p. 75-109.;20171101;;Austronesian;;;lht;
port1285;Port Sandwich (Lamap);-16.50;167.78 ;;Jean-Michel Charpentier. 1974. Dictionnaire Port-Sandwich-Français / Français-Port-Sandwich. Université de Bordeaux III. 214+166pp. ;20171108;http://glottolog.org/resource/reference/id/324292;Austronesian;;;psw;
fort1240;Fortsenal (Kiai);-15.45;166.93 ;;Tomas Ludvigson. Vara Kiai, a Kiai Wordlist. University of Aukland, Department of Anthropology, Working Papers. 1989.;20171108;;Austronesian;;;frt;
lele1267;Lelepa;-17.60;168.20 ;;Sébastien Lacrampe. 2009. Possession in Lelepa, a language of Central Vanuatu. (MA thesis, Australian National University: 147pp.) ;20171108;http://glottolog.org/resource/reference/id/471059;Austronesian;;;lpa;
mafe1237;Mafea (Mavea);-15.43;167.24 ;;Guérin, Valérie M. P. R. 2008. Discovering Mav̈ea: Grammar, Texts, and Lexicon. (Doctoral dissertation, University of Hawai'i at Mānoa). ;20171110;http://glottolog.org/resource/reference/id/85396;Austronesian;;;mkv;
lewo1242;Lewo;-16.76;168.33 ;;Early, Robert. A grammar of Lewo, Vanuatu. Thesis, Australian National University, 1994. ;20171113;https://openresearch-repository.anu.edu.au/handle/1885/132959;Austronesian;;;lww;
unua1237;Unua;-16.26;167.60 ;;Elizabeth Pearce. 2015. A grammar of Unua. (Pacific Linguistics, 647.) De Gruyter Mouton. 616pp. ;20171113;http://glottolog.org/resource/reference/id/400013;Austronesian;;;onu
ende1235;Ende (Papua New Guinea);-9.09;142.53 ;;Ende Language Corpus. 2015-2017. For information or access contact Warama Kurupel (Limol, Papua New Guinea) or Kate Lindsey (klindsey@stanford.edu) ;20171113;;Pahoturi;;;kit
namb1293;Nambo;-8.75;141.93 ;;Eri Kashima;20171113;;Morehead-Wasur
bugi1244;Bugis;-4.47;119.97;;;
tuka1248;Tukang Besi;-5.30994;123.57;;;
abkh1244;Abkhaz;43.056218;41.15911;;;
fasu1242;Fasu;-6.62687;143.28;;;
bulg1262;Bulgarian;43.3646;25.04;;;
toba1266;Tobati;-2.56434;140.7;;;
tyar1236;Tyeraity;-12.4868;130.67;;;
mani1235;Manikion;-1.49611;133.9;;;
brah1256;Brahui;28.5347;64.299;;;
paam1238;Paamese;-16.47548;168.2369;;;
adam1253;Adamawa Fulani;8.140326;13.07733;;;
bian1252;Biangai;-7.33882;146.76;;;
koya1251;Koya;17.6772;81.209;;;
jaru1254;Jaru;-18.3288;128.26;;;
west2594;Western Dani;-3.77127;138.21;;;
nige1257;Nigerian Pidgin;9.65873;4.2106;;;
kaya1319;Kayardild;-17.0695;139.48;;;
yort1237;Yorta Yorta;-35.9;145.0;;;
toar1246;Toaripi;-8.07231;146.20;;;
kamo1255;Kamoro;-4.30433;135.88;;;
maka1311;Makassarese;-5.65551;119.83;;;
sele1250;Selepet;-6.03532;147.23;;;
maka1316;Makalero;-8.65843;126.50;;;
mull1237;Malak-Malak;-13.2973;130.61;;;
mala1464;Malayalam;9.59208;76.765;;;
soma1255;Somali;4.778704;45.15285;;;
bisl1239;Bislama;-15.4;166.8;;;
koas1236;Koasati;30.4096;-92.70;;;
mafe1237;Mafea;-15.4316;167.24;;;
lepc1244;Lepcha;27.0869;88.572;;;
djee1236;Ndjébbana;-12.0133;134.09;;;
slav1253;Slavey;0;0;;;
kuni1267;Kunimaipa;-8.09371;146.90;;;
arbo1245;Arbore;4.92183;36.798;;;
amis1246;Amis;23.0917;121.34;;;
baya1257;Bayali;-24.9793;151.69;;;
mait1250;Maithili;26.3817;86.221;;;
namb1293;Nambu;-8.74501;141.93;;;
chim1301;Chimariko;41.0;-123.;;;
engg1245;Enggano;-5.38846;102.24;;;
ruka1240;Rukai;22.7738;120.84;;;
swed1254;Swedish;59.800634;17.38952;;;
mian1256;Mian;-4.70881;141.52;;;
moro1292;Moroccan Arabic;32.5;-7.;;;
sans1269;Sanskrit;20.0;77.;;;
sira1267;Siraya;22.9777;120.31;;;
savo1255;Savosavo;-9.12853;159.81;;;
port1283;Portuguese;39.91;-8.;;;
gamb1251;Gambera;-14.29546;126.2713;;;
serb1264;Serbian/Croatian;44.3238;21.919;;;
sunw1242;Sunwar;27.5201;86.247;;;
kobo1249;Kobon;-5.16446;144.4;;;
auuu1241;Au;-3.53277;142.10;;;
kelo1247;Klon;-8.40688;124.42;;;
oksa1245;Oksapmin;-5.20797;142.17;;;
moke1242;Moken;10.1474;98.676;;;
guri1247;Gurindji;-17.0329;130.37;;;
wapp1239;Wappo;38.25;-122.;;;
amar1273;Amarasi;-10.21751;123.9637;;;
wand1263;Wandarang;-14.2996;135.70;;;
ndyu1242;Ndyuka;4.3126;-54.641;;;
kain1272;Kaingang;-27.7671;-52.539;;;
mbug1240;Mbugu;-4.72863;38.351;;;
timu1262;Timugon Murut;5.1796;115.82;;;
nort3139;North Levantine Arabic;34.1709;36.046;;;
amel1241;Amele;-5.29126;145.68;;;
mend1268;Mende;-3.67233;142.68;;;
kunj1246;Kunja / Bondobol;-8.92289;141.42;;;
russ1263;Russian;59.0;50.;;;
koit1244;Koitabu;-9.36877;147.07;;;
roma1327;Rumanian;46.3913;24.225;;;
nang1259;Ngankikurungkurr;-14.268;131.23;;;
ngan1295;Ngandi;-12.8448;134.64;;;
wang1291;Ngiyambaa;-30.6481;146.1;;;
hata1243;Hatam;-1.13531;134.03;;;
goth1244;Gothic;46.9304;29.978;;;
nung1282;Anong;27.2887;98.733;;;
nucl1301;Turkish;39.8667;32.866;;;
orok1267;Orokolo;-7.81309;145.3;;;
basq1248;Basque;43.2787;-1.3162;;;
nucl1632;Sentani;-2.6013;140.51;;;
poli1260;Polish;51.8439;18.625;;;
vano1237;Lovono;-10.6865;165.92;;;
nucl1634;Skou;-2.64378;140.90;;;
duna1248;Duna;-5.41439;142.47;;;
bela1254;Belorussian;53.2307;25.603;;;
kwin1241;Kwini;-14.2515;126.56;;;
ngar1284;Ungarinyin;-16.4006;126.43;;;
kamu1260;Kamula;-7.28798;142.63;;;
dutc1256;Dutch;52.0;5.;;;
nucl1327;Limilngan;-12.4294;131.84;;;
usan1239;Usan;-4.84265;145.36;;;
ingu1240;Ingush;42.9525;44.15;;;
haus1257;Hausa;11.1513;8.780;;;
roto1249;Rotokas;-5.94339;155.15;;;
kama1367;Kamasau;-3.8503;143.84;;;
mara1385;Mara;-14.7927;134.86;;;
sepi1255;Sepik Iwam;-4.30928;142.11;;;
mara1386;Maranunggu;-13.6754;130.1;;;
taro1264;Taroko;23.9032;121.35;;;
wara1303;Warao;7.50851;-59.352;;;
wara1302;Warapu;-3.07263;142.01;;;
fuyu1242;Fuyug;-8.6371;147.31;;;
abau1245;Abau;-3.97222;141.32;;;
wask1241;Waskia;-4.57978;145.97;;;
manc1252;Manchu;47.3122;126.55;;;
naba1256;Nabak;-6.42709;146.96;;;
awtu1239;Awtuw;-3.53129;141.92;;;
puyu1239;Puyuma;22.643;120.99;;;
cent1989;Khmer;12.0515;105.01;;;
tean1237;Teanu;-11.6752;166.86;;;
mart1256;Wangkajunga;-24.3194;121.95;;;
wuna1249;Wunambal;-14.8347;125.7;;;
komb1274;Kombai;-5.54543;139.90;;;
sars1236;Sarcee;50.8822;-114.30;;;
gulf1241;Gulf Arabic;30.17;47.;;;
ende1246;Ende;-8.70998;121.55;;;
komb1272;Kombio;-3.48467;142.69;;;
long1395;Longgu;-9.75258;160.66;;;
kala1399;Inuktitut;69.3761;-52.86;;;
suab1238;Inanwatan;-2.07971;132.15;;;
yaha1248;Yahadian;-1.94317;132.09;;;
sout2949;Kiwai, Southern;-8.64889;143.24;;;
gara1269;Garrwa;-17.4504;137.7201;;;
iraq1241;Iraqw;-4.19948;35.293;;;
kuru1302;Kurukh;24.4644;86.465;;;
jama1261;Jamamadí;-7.62223;-66.566;;;
swah1253;Swahili;-8.25605;37.62;;;
yaga1260;Yagaria;-6.32432;145.38;;;
mori1278;Morisyen;-20.2613;57.551;;;
kalk1246;Kalkutungu;-21.0;139.;;;
west2354;Frisian, Western;53.143;5.8609;;;
buki1249;Bukiyip;-3.47169;143.11;;;
bant1281;Bantawa;27.12147;87.0473;;;
yess1239;Yessan-Mayo;-4.15721;142.57;;;
dani1285;Danish;54.8655;9.3628;;;
hung1274;Hungarian;46.9068585714;19.655527142;;;
warr1255;Wargamay;-18.5468;146.17;;;
darg1241;Dargwa;42.4257;47.438;;;
ango1258;Angolar;0.11438;6.5948;;;
pura1253;Puragi;-2.05779;132.30;;;
darl1243;Paakantyi;-32.7021;142.69;;;
cupe1243;Cupeño;33.3148;-116.51;;;
kend1254;Salako;1.47957;109.46;;;
ital1282;Italian;43.0464;12.648;;;
meny1245;Menya;-7.17425;146.07;;;
remb1249;Rembarrnga;-12.9608;134.30;;;
muru1266;Muruwari;-28.9618;146.54;;;
nort2930;Kiwai, Northeast;-7.39215;144.66;;;
nami1256;Namia;-3.85538;141.78;;;
ngka1235;Ngkolmpu;-8.87044;140.81;;;
occi1239;Occitan;44.1415;6.8297;;;
mace1250;Macedonian;41.5957;21.793;;;
mufi1238;Mufian;-3.57932;142.95;;;
hebr1245;Modern Hebrew;31.1056;35.017;;;
kapr1245;Kapriman;-4.51011;143.24;;;
stan1290;French;48.0;2.;;;
buna1275;Bunuba;-17.8297;125.63;;;
eipo1242;Eipo;-4.33691;140.04;;;
ngal1293;Ngalakan;-14.4281;134.71;;;
rita1239;Ritharngu;-13.4559;135.25;;;
atay1247;Atayal;24.5209;121.38;;;
lamp1243;Lampung;-5.73463;105.03;;;
kwaz1243;Kwaza;-11.6667;-61.183;;;
alam1246;Alamblak;-4.66307;143.31;;;
tane1237;Tanema;-11.68;166.9;;;
mosk1236;Moskona;-1.62201;133.14;;;
yind1247;Yindjibarndi;-21.5379;117.00;;;
urim1252;Urim;-3.58018;142.65;;;
slov1269;Slovak;48.545705;18.7847;;;
goon1238;Gooniyandi;-18.4073;126.35;;;
waja1257;Watjarri;-28.1761;117.15;;;
slov1268;Slovene;46.2543;14.776;;;
rapo1238;Rapoisi;-5.78724;154.83;;;
pipi1250;Pipil;13.8931;-89.44;;;
yecu1235;Totonac;20.1765;-96.874;;;
stan1289;Catalan;41.453;1.56;;;
tsha1245;Tshangla;27.3694;91.774;;;
czec1258;Czech;49.873398;15.1043;;;
kisi1243;Kisi;-9.93;34.482;;;
wamb1259;Wambon;-5.44334;140.4;;;
kaki1249;Kaki Ae;-7.9946;145.81;;;
stan1288;Spanish;40.4414;-1.1178;;;
koro1312;Korowai;-5.26952;140.04;;;

