glotto;language name;latitude;longitude;comment;Source;author;title;publication;publisher;school;address;year;edition;entryType;booktitle;editor;link;date of entry;link to source;family;Kinship;Pronouns;ISO;Classification;location;marriage_rule
miam1252;Miami;40.00;-90.00;;Morgan, Lewis Henry. Systems of Consanguinity and Affinity of the Human Family, Smithonian Institute 1871;Morgan, Lewis Henry;Systems of Consanguinity and Affinity of the Human Family;;Smithonian Institute;;Washington;1871;;book;;;;;;Algic;x;;;Algic > Algonquian > Eastern Great Lakes Algonquian > miam1252;;
glot0018;Peoria;38.60;-95.19;peor1238;Morgan, Lewis Henry. Systems of Consanguinity and Affinity of the Human Family, Smithonian Institute 1871;Morgan, Lewis Henry;Systems of Consanguinity and Affinity of the Human Family;;Smithonian Institute;;Washington;1871;;book;;;;;;Algic;x;;;glot0018: no Classification;;
glot0019;Pianeshaw;38.57;-94.93;;Morgan, Lewis Henry. Systems of Consanguinity and Affinity of the Human Family, Smithonian Institute 1871;Morgan, Lewis Henry;Systems of Consanguinity and Affinity of the Human Family;;Smithonian Institute;;Washington;1871;;book;;;;;;Algic;x;;;glot0019: no Classification;;
glot0020;Kaskaskia;38.57;-94.93;;Morgan, Lewis Henry. Systems of Consanguinity and Affinity of the Human Family, Smithonian Institute 1871;Morgan, Lewis Henry;Systems of Consanguinity and Affinity of the Human Family;;Smithonian Institute;;Washington;1871;;book;;;;;;Algic;x;;;glot0020: no Classification;;
glot0021;Weaw;38.57;-94.93;;Morgan, Lewis Henry. Systems of Consanguinity and Affinity of the Human Family, Smithonian Institute 1871;Morgan, Lewis Henry;Systems of Consanguinity and Affinity of the Human Family;;Smithonian Institute;;Washington;1871;;book;;;;;;Algic;x;;;glot0021: no Classification;;
glot0022;Sawk and Fox;40.01;-95.78;;Morgan, Lewis Henry. Systems of Consanguinity and Affinity of the Human Family, Smithonian Institute 1871;Morgan, Lewis Henry;Systems of Consanguinity and Affinity of the Human Family;;Smithonian Institute;;Washington;1871;;book;;;;;;Algic;x;;;glot0022: no Classification;;
meno1252;Menomine;44.98;-88.64;;Morgan, Lewis Henry. Systems of Consanguinity and Affinity of the Human Family, Smithonian Institute 1871;Morgan, Lewis Henry;Systems of Consanguinity and Affinity of the Human Family;;Smithonian Institute;;Washington;1871;;book;;;;;;Algic;x;;;Algic > Algonquian > meno1252;;
glot0023;Shiyan;35.10;-100.00;;Morgan, Lewis Henry. Systems of Consanguinity and Affinity of the Human Family, Smithonian Institute 1871;Morgan, Lewis Henry;Systems of Consanguinity and Affinity of the Human Family;;Smithonian Institute;;Washington;1871;;book;;;;;;Unknown;x;;;glot0023: no Classification;;
kick1244;Kickapoo (LHM: Kikapoo);41.66;-89.03;;Morgan, Lewis Henry. Systems of Consanguinity and Affinity of the Human Family, Smithonian Institute 1871;Morgan, Lewis Henry;Systems of Consanguinity and Affinity of the Human Family;;Smithonian Institute;;Washington;1871;;book;;;;;;Algic;x;;;Algic > Algonquian > Eastern Great Lakes Algonquian > Fox > kick1244;;
shaw1249;Shawnee;35.35;-96.76;;Morgan, Lewis Henry. Systems of Consanguinity and Affinity of the Human Family, Smithonian Institute 1871;Morgan, Lewis Henry;Systems of Consanguinity and Affinity of the Human Family;;Smithonian Institute;;Washington;1871;;book;;;;;;Algic;x;;;Algic > Algonquian > Eastern Great Lakes Algonquian > shaw1249;;
gros1243;An-ah'-ne-lin (Gros Ventres of Prairie);48.48;-108.74;;Morgan, Lewis Henry. Systems of Consanguinity and Affinity of the Human Family, Smithonian Institute 1871;Morgan, Lewis Henry;Systems of Consanguinity and Affinity of the Human Family;;Smithonian Institute;;Washington;1871;;book;;;;;;Algic;x;;;Algic > Algonquian > Arapahoic > Arapaho-Gros Ventre-Besawunena > gros1243;;
glot0024;Piegan Blackfoot;48.26;-99.21;sigs1238;Morgan, Lewis Henry. Systems of Consanguinity and Affinity of the Human Family, Smithonian Institute 1871;Morgan, Lewis Henry;Systems of Consanguinity and Affinity of the Human Family;;Smithonian Institute;;Washington;1871;;book;;;;;;Algic;x;;;glot0024: no Classification;;
glot0025;Blood Blackfoot;47.82;-110.69;'';Morgan, Lewis Henry. Systems of Consanguinity and Affinity of the Human Family, Smithonian Institute 1871;Morgan, Lewis Henry;Systems of Consanguinity and Affinity of the Human Family;;Smithonian Institute;;Washington;1871;;book;;;;;;Algic;x;;;glot0025: no Classification;;
glot0026;Miemac;45.06;-64.20;;Morgan, Lewis Henry. Systems of Consanguinity and Affinity of the Human Family, Smithonian Institute 1871;Morgan, Lewis Henry;Systems of Consanguinity and Affinity of the Human Family;;Smithonian Institute;;Washington;1871;;book;;;;;;Unknown;x;;;glot0026: no Classification;;
glot0027;Etchemiu, or Malisete;45.06;-64.20;;Morgan, Lewis Henry. Systems of Consanguinity and Affinity of the Human Family, Smithonian Institute 1871;Morgan, Lewis Henry;Systems of Consanguinity and Affinity of the Human Family;;Smithonian Institute;;Washington;1871;;book;;;;;;Unknown;x;;;glot0027: no Classification;;
mohe1244;Mohegan;37.00;-96.00;;Morgan, Lewis Henry. Systems of Consanguinity and Affinity of the Human Family, Smithonian Institute 1871;Morgan, Lewis Henry;Systems of Consanguinity and Affinity of the Human Family;;Smithonian Institute;;Washington;1871;;book;;;;;;Algic;x;;;Algic > Algonquian > Eastern Algonquian > Southern New England Algonquian > mohe1244;;
glot0028;Delaware;35.03;-98.32;;Morgan, Lewis Henry. Systems of Consanguinity and Affinity of the Human Family, Smithonian Institute 1871;Morgan, Lewis Henry;Systems of Consanguinity and Affinity of the Human Family;;Smithonian Institute;;Washington;1871;;book;;;;;;Algic;x;;;glot0028: no Classification;;
muns1251;Munsee;42.60;-81.92;;Morgan, Lewis Henry. Systems of Consanguinity and Affinity of the Human Family, Smithonian Institute 1871;Morgan, Lewis Henry;Systems of Consanguinity and Affinity of the Human Family;;Smithonian Institute;;Washington;1871;;book;;;;;;Algic;x;;;Algic > Algonquian > Eastern Algonquian > Delawaran > Common Delaware > muns1251;;
glot0029;Slave Lake Indians or A-cha'o-tin-ne;60.25;-123.51;;Morgan, Lewis Henry. Systems of Consanguinity and Affinity of the Human Family, Smithonian Institute 1871;Morgan, Lewis Henry;Systems of Consanguinity and Affinity of the Human Family;;Smithonian Institute;;Washington;1871;;book;;;;;;Unknown;x;;;glot0029: no Classification;;
glot0030;Hare Indians or Tä-nä'-tin-ne;48.26;-101.45;;Morgan, Lewis Henry. Systems of Consanguinity and Affinity of the Human Family, Smithonian Institute 1871;Morgan, Lewis Henry;Systems of Consanguinity and Affinity of the Human Family;;Smithonian Institute;;Washington;1871;;book;;;;;;Unknown;x;;;glot0030: no Classification;;
glot0031;Red-knife, or Täl-sote'e-nä;48.26;-101.45;;Morgan, Lewis Henry. Systems of Consanguinity and Affinity of the Human Family, Smithonian Institute 1871;Morgan, Lewis Henry;Systems of Consanguinity and Affinity of the Human Family;;Smithonian Institute;;Washington;1871;;book;;;;;;Unknown;x;;;glot0031: no Classification;;
jarg1234;Kǔtchin, or Louchieux;60.25;-123.51;;Morgan, Lewis Henry. Systems of Consanguinity and Affinity of the Human Family, Smithonian Institute 1871;Morgan, Lewis Henry;Systems of Consanguinity and Affinity of the Human Family;;Smithonian Institute;;Washington;1871;;book;;;;;;Pidgin;x;;;Pidgin > French based pidgin > Slavey-French based pidgin > jarg1234;;
glot0047;Tukuthe;46.00;-118.00;;Morgan, Lewis Henry. Systems of Consanguinity and Affinity of the Human Family, Smithonian Institute 1871;Morgan, Lewis Henry;Systems of Consanguinity and Affinity of the Human Family;;Smithonian Institute;;Washington;1871;;book;;;;;;Unknown;x;;;glot0047: no Classification;;
spok1245;Spokäne;47.91;-118.06;;Morgan, Lewis Henry. Systems of Consanguinity and Affinity of the Human Family, Smithonian Institute 1871;Morgan, Lewis Henry;Systems of Consanguinity and Affinity of the Human Family;;Smithonian Institute;;Washington;1871;;book;;;;;;Salishan;x;;;Salishan > Interior Salish > Southern Interior Salish > Kalispel-Spokane > spok1245;;
glot0032;Okinǎkau;48.26;-101.45;;Morgan, Lewis Henry. Systems of Consanguinity and Affinity of the Human Family, Smithonian Institute 1871;Morgan, Lewis Henry;Systems of Consanguinity and Affinity of the Human Family;;Smithonian Institute;;Washington;1871;;book;;;;;;Unknown;x;;;glot0032: no Classification;;
glot0033;Yakama;47.17;-122.61;yaki1237;Morgan, Lewis Henry. Systems of Consanguinity and Affinity of the Human Family, Smithonian Institute 1871;Morgan, Lewis Henry;Systems of Consanguinity and Affinity of the Human Family;;Smithonian Institute;;Washington;1871;;book;;;;;;Sahaptian;x;;;glot0033: no Classification;;
glot0034;Kootenay;47.17;-122.61;;Morgan, Lewis Henry. Systems of Consanguinity and Affinity of the Human Family, Smithonian Institute 1871;Morgan, Lewis Henry;Systems of Consanguinity and Affinity of the Human Family;;Smithonian Institute;;Washington;1871;;book;;;;;;Unclassified;x;;;glot0034: no Classification;;
glot0035;Utahs (Tabegwaches);40.77;-112.06;utes1238;Morgan, Lewis Henry. Systems of Consanguinity and Affinity of the Human Family, Smithonian Institute 1871;Morgan, Lewis Henry;Systems of Consanguinity and Affinity of the Human Family;;Smithonian Institute;;Washington;1871;;book;;;;;;Uto-Aztecan;x;;;glot0035: no Classification;;
glot0036;Laguna;35.04;-107.44;west2632;Morgan, Lewis Henry. Systems of Consanguinity and Affinity of the Human Family, Smithonian Institute 1871;Morgan, Lewis Henry;Systems of Consanguinity and Affinity of the Human Family;;Smithonian Institute;;Washington;1871;;book;;;;;;Keresan;x;;;glot0036: no Classification;;
glot0037;Tesuque;35.68;-106.05;;Morgan, Lewis Henry. Systems of Consanguinity and Affinity of the Human Family, Smithonian Institute 1871;Morgan, Lewis Henry;Systems of Consanguinity and Affinity of the Human Family;;Smithonian Institute;;Washington;1871;;book;;;;;;Unknown;x;;;glot0037: no Classification;;
taba1266;Tabasco Chontal (LHM: Chotal (Tabasco));18.17;-92.74;;Morgan, Lewis Henry. Systems of Consanguinity and Affinity of the Human Family, Smithonian Institute 1871;Morgan, Lewis Henry;Systems of Consanguinity and Affinity of the Human Family;;Smithonian Institute;;Washington;1871;;book;;;;;;Uto-Aztecan;x;;;Mayan > Core Mayan > Western Mayan > Cholan-Tzeltalan > Cholan > Chol-Chontal > taba1266;;
chib1270;Chibcha (Bew Granada);6.25;-74.17;;Morgan, Lewis Henry. Systems of Consanguinity and Affinity of the Human Family, Smithonian Institute 1871;Morgan, Lewis Henry;Systems of Consanguinity and Affinity of the Human Family;;Smithonian Institute;;Washington;1871;;book;;;;;;Chibchan;x;;;Chibchan > Core Chibchan > Magdalenic > Southern Magdalenic > Chibcha-Duit > chib1270;;
glot0038;Eskimo: (West of Hudson's Bay);56.79;-96.79;;Morgan, Lewis Henry. Systems of Consanguinity and Affinity of the Human Family, Smithonian Institute 1871;Morgan, Lewis Henry;Systems of Consanguinity and Affinity of the Human Family;;Smithonian Institute;;Washington;1871;;book;;;;;;Eskimo-Aleut;x;;;glot0038: no Classification;;
glot0039;Eskimo: (Greenland);64.17;-51.77;;Morgan, Lewis Henry. Systems of Consanguinity and Affinity of the Human Family, Smithonian Institute 1871;Morgan, Lewis Henry;Systems of Consanguinity and Affinity of the Human Family;;Smithonian Institute;;Washington;1871;;book;;;;;;Eskimo-Aleut;x;;;glot0039: no Classification;;
glot0040;Eskimo: (Northumberland Inlet);46.93;-67.04;;Morgan, Lewis Henry. Systems of Consanguinity and Affinity of the Human Family, Smithonian Institute 1871;Morgan, Lewis Henry;Systems of Consanguinity and Affinity of the Human Family;;Smithonian Institute;;Washington;1871;;book;;;;;;Eskimo-Aleut;x;;;glot0040: no Classification;;
ngal1292;Dalabon (Ngalkbun);-13.98;133.94;kin terms are normally suffixed with an appropriate possessive suffix, e.g. bulungan /buluŋan/ 'my father', buluno 'his/her father' etc. Just the bare stems are given in these lists;Nick Evans, 2016;Evans, Nickolas;Fieldnotes;;;;;2016;;misc;;;;;;Gunwinyguan;x;;;Gunwinyguan > Marne > Central Gunwinyguan > ngal1292;;
kaya1318;Kayardild;-17.07;139.49;;Nick Evans, 2016;Evans, Nickolas;Fieldnotes;;;;;2016;;misc;;;;;;Tangkic;x;;;Tangkic > Southern Tangkic > kaya1318;Australia;
komn1238;Komnzo;-8.30;141.44;g represents /ŋg/ and th represents θ, in addition ə is inserted into certain clusters, so that orthographic <nge> is phonetic [nəŋge];Nick Evans, 2016;Evans, Nickolas;Fieldnotes;;;;;2016;;misc;;;;;;Morehead-Wasur;x;;;Morehead-Wasur > Morehead-Maro > Tonda > Eastern Tonda > Anta-Komnzo-Wⳡ-W골-Kꮤ > komn1238;Papua;
gang1267;Ganggalida;-17.54;139.43;Ganggalida (Yukulta) language, Tangkic Family, sources are Keen 1983 and Nancarrow 2014. So far entered as far as grandkin terms;;Keen, Ian;Fieldnotes;;;;;no date;;misc;;;;;;Tangkic;x;;;Tangkic > Southern Tangkic > gang1267;Australia;
warl1254;Warlpiri;-20.10;131.05;Warlpiri language, Pama-Nyungan Family, informants Maggie Tukumba and Dudley Lawrence. General note: kin terms are normally suffixed with an appropriate possessive suffix, here only the 1sg 'my' -na is used (on disyllablic stem). ng = ŋ, ny = ɲ, rn = ɳ, j = c, rt = ʈ, rl = ɭ, rd = ɽ, rr = r, r = ɻ.;entered by David Nash, 26 Aug 2016;Nash, David;Fieldnotes;;;;;2016;;misc;;;;;;Pama-Nyungan;x;;;Pama-Nyungan > Desert Nyungic > Ngumpin-Yapa > Yapa > warl1254;;
gunw1252;Bininj Kun-wok;-12.34;133.36;;;unknown1;no title;;;;;no date;;misc;;;http://bininjgunwok.org.au/information/kinship/;;;Gunwinyguan;x;;;Gunwinyguan > Marne > Central Gunwinyguan > gunw1252;;
sout2856;Nafsan;-17.70;168.38;Nafsan informants Marinette Kalpram, Joel Kalpram. Note, the labial-velar is officially written with a tilde over a ‘p’ but I don’t have that keyboard function so am using ‘kp’.;;Kalpram, Marinette and Kalpram, Joel;Notes;;;;;no date;;misc;;;;;;Austronesian;x;;;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > North and Central Vanuatu > Central Vanuatu > Epi-Efate > Efate > South Efatic > sout2856;;
bard1254;Bardi;-16.63;122.91;Bowern 2012:42-43;Bowern, Claire. n.d. A Grammar of Bardi. (Mouton Grammar Library.) Berlin: Mouton. ;Bowern, Claire;A Grammar of Bardi;;De Gruyter Mouton;;Berlin;no date;;misc;;;;;http://glottolog.org/resource/reference/id/316099;Nyulnyulan;x;;;Nyulnyulan > Western Nyulnyulan > bard1254;;
turu1249;Turung;26.34;92.27;a (/a-/) prefix denoting one's own relative. k- (/kə-/) prefix denoting another's relative;Turung, a variety of Singhpo language spoken in Assam, Stephen Morey, Pacific Linguistics 614, ANU, Canberra, 2010;Morey, Stephen;Turung, a variety of Singhpo language spoken in Assam;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;2010;614;book;;;;20161121;;Tai-Kadai;x;;;Tai-Kadai > Kam-Tai > Be-Tai > Daic > Central-Southwestern Tai > Wenma-Southwestern Tai > Sapa-Southwestern Tai > Southwestern Tai > Southwestern Tai P > Shan Tai > Assam Tai > turu1249;;
paco1243;Pacoh;16.34;107.09;;Alves, Mark John. 2006. A grammar of Pacoh: a Mon-Khmer language of the central highlands of Vietnam. (Pacific Linguistics, 580.) Canberra: Australian National University. xi+129pp;Alves, Mark John;A grammar of Pacoh: a Mon-Khmer language of the central highlands of Vietnam;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;2006;580;book;;;;20161121;http://glottolog.org/resource/reference/id/103855;Austroasiatic;x;;;Austroasiatic > Katuic > paco1243;;
lati1261;Latin;41.90;12.45;;;Barth, Wolfgang;no title;;;;;2017;;misc;;;;20161124;;Indo-European;x;;;Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > lati1261;;
klon1234;Klon;-8.37;124.45;;Baird, Louise. 2008. A grammar of Klon: a non-Austronesian language of Alor, Indonesia. (Pacific Linguistics, 596.) Canberra: Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University. xv+242pp.;Baird, Louise;A grammar of Klon: a non-Austronesian language of Alor, Indonesia;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;2008;596;book;;;;20161124;http://glottolog.org/resource/reference/id/95347;Timor-Alor-Pantar;x;;;Timor-Alor-Pantar > Alor-Pantar > Alor > West Alor > klon1234;;
toab1237;Toqabaqita;-8.42;160.58;;Lichtenberk, Frantisek. 2008. A dictionary of Toqabaqita. (Pacific Linguistics, 592.) Canberra: Pacific Linguistics. 407pp.;Lichtenberk, Frantisek;A dictionary of Toqabaqita;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;2008;592;book;;;;20161125;http://glottolog.org/resource/reference/id/476792;Austronesian;x;;;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Southeast Solomonic > Longgu-Malaita-Makira > Malaita-Makira > Malaita > Central-Northern Malaita > toab1237;;
lisu1250a;Lisu (Njiang Dialect);26.00;98.00;;Yu, Defen. 2007. Aspects of Lisu phonology and grammar, a language of Southeast Asia. (Pacific Linguistics, 588.) Canberra: Research School of Pacific and Asian Studies, Australian National University. 254pp;Yu, Defen;Aspects of Lisu phonology and grammar, a language of Southeast Asia;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;2007;588;book;;;;20161125;http://glottolog.org/resource/reference/id/311017;Sino-Tibetan;x;;;lisu1250a: no Classification;;
lisu1250b;Lisu (Shibacha Dialect);24.69;97.73;;Yu, Defen. 2007. Aspects of Lisu phonology and grammar, a language of Southeast Asia. (Pacific Linguistics, 588.) Canberra: Research School of Pacific and Asian Studies, Australian National University. 254pp;Yu, Defen;Aspects of Lisu phonology and grammar, a language of Southeast Asia;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;2007;588;book;;;;20161125;http://glottolog.org/resource/reference/id/311017;;x;;;lisu1250b: no Classification;;
